int_rate,sub_grade,home_ownership,revol_util,addr_state,inq_last_6mths,dti,term_months,int_rate_shap,sub_grade_shap,home_ownership_shap,revol_util_shap,addr_state_shap,inq_last_6mths_shap,dti_shap,term_months_shap
12.62,C1,MORTGAGE,28.3,MD,0.0,7.64,36,-0.042206936,0.0069382554,0.0075423876,-0.0077279764,-0.000802481,0.004488137,0.009108248,-0.006574782
21.6,E3,RENT,97.3,NJ,2.0,11.68,36,0.024149215,0.027300296,-0.007244525,0.025203666,0.011475201,-0.010299455,0.010983022,-0.011880551
16.99,D3,MORTGAGE,48.8,MN,1.0,36.84,36,0.00013548594,0.00018366234,0.0121123325,-0.002430551,-0.013627292,-0.0032767544,-0.015584086,-0.00220673
5.32,A1,RENT,63.1,TX,0.0,8.07,36,-0.020501629,-0.0066664144,-0.00401683,0.004982903,0.00093173474,0.004368689,0.0068196757,-0.0035928085
17.57,D4,MORTGAGE,35.0,OH,4.0,24.38,36,-0.004351453,0.0061388346,0.010186953,-0.010025812,-0.00852396,-0.03152172,-0.008899527,-0.0032073134
9.16,B2,RENT,83.2,NY,0.0,9.96,36,-0.016742561,0.010368006,-0.0030770414,0.0072069066,-0.0030274324,0.0048839618,0.009885841,-0.0023547441
9.71,B1,RENT,58.1,NJ,0.0,26.55,36,-0.007440596,0.0129031725,-0.010295691,0.0012839676,-0.0047231754,0.005042251,-0.012336695,-0.0019793322
21.0,E2,RENT,39.9,OH,1.0,14.66,36,0.061742444,-0.013444738,-0.012714403,-0.0070294444,0.0033753656,-0.0013933019,0.012763444,-0.009990202
11.99,B5,RENT,81.3,CO,0.0,19.0,36,-0.016595066,0.0014015397,-0.008521034,0.010498916,0.009036063,0.0057831793,-0.000952335,-0.003500319
12.79,C1,RENT,70.1,TN,0.0,21.6,36,-0.0072045526,0.00881547,-0.007818297,0.008716994,-0.0019334288,0.0062041404,-0.0026164728,-0.0039348067
7.99,A4,MORTGAGE,16.9,CT,0.0,5.56,36,-0.01880796,0.001788432,0.004681377,-0.009494035,0.003303963,0.004086782,0.005005065,-0.0038444165
15.61,C5,RENT,84.1,CA,0.0,15.8,36,0.010060972,-0.0035990016,-0.009152693,0.00992777,-0.009964399,0.0075641787,0.003932507,-0.0075099766
6.24,A2,MORTGAGE,30.2,IL,1.0,8.76,36,-0.02042901,-0.0033591194,0.0047671315,-0.006408157,0.0047679916,-0.0016771939,0.005809102,-0.0058708913
13.33,C3,MORTGAGE,52.3,TX,1.0,13.34,36,-0.0055669495,0.012046213,0.011146446,0.0032702247,0.0014684657,-0.0033195717,0.0034362085,-0.0063835266
25.82,E4,RENT,46.1,MA,0.0,28.58,36,0.0229433,-0.04094518,-0.008298766,-0.008391313,-0.01034831,0.00653982,-0.017099412,-0.0044647576
8.39,B1,OWN,76.9,AR,0.0,16.37,36,-0.013434983,0.0064623337,-0.0010475125,0.0065775714,-0.010524742,0.007267435,0.0019562514,-0.0035684616
6.68,A3,MORTGAGE,57.0,NC,0.0,7.66,36,-0.01641751,-0.0010771725,0.0053515118,0.002390131,0.0005808252,0.0036949213,0.006962868,-0.004715914
12.99,B5,RENT,77.8,CA,2.0,18.74,36,0.00719141,0.016275132,-0.010763922,0.010742393,-0.011229484,-0.016506992,-0.0007163674,-0.0033871331
10.99,B4,OWN,34.0,TN,0.0,25.86,60,-0.002851834,0.014128603,-0.0019067412,-0.012914961,0.005937588,0.008217032,-0.0035540469,0.009585484
16.99,D3,RENT,46.3,TX,0.0,7.58,36,-0.0028265207,0.007833952,-0.0065809316,-0.0020812827,0.007830672,0.005509961,0.01384552,-0.0032731039
9.75,B3,MORTGAGE,18.6,IN,0.0,23.78,36,-0.017562218,0.007993357,0.008219746,-0.012844994,0.0029117994,0.0054420847,-0.004523384,-0.0049438463
14.09,B5,MORTGAGE,49.3,TX,0.0,30.61,36,0.029858194,0.031489514,0.010750735,0.00025573318,0.006304387,0.0045928387,-0.012669753,-0.0065500727
13.99,C4,MORTGAGE,64.9,IL,2.0,11.9,60,-0.01576879,0.004139643,0.0144256065,0.0083219195,0.014026687,-0.012532641,0.010204481,0.0111198835
12.62,C1,RENT,49.7,NY,0.0,18.0,36,-0.045766883,0.0058166054,-0.0062434906,0.0008290318,-0.006047248,0.0060448055,-0.0003671363,-0.002854404
6.03,A1,RENT,43.2,IN,0.0,22.98,36,-0.013465703,-0.0017893668,-0.0060218815,-0.0027876897,0.0001647151,0.0060223257,-0.0035233079,-0.002597741
14.98,C3,RENT,13.4,FL,1.0,14.4,60,0.014682947,0.016119177,-0.025984151,-0.02848456,-0.01992019,-0.005489193,0.0061786864,0.017486677
13.11,B4,RENT,64.4,FL,0.0,27.93,36,0.016280856,0.02220407,-0.012450792,0.0044017034,-0.004048977,0.006334638,-0.014712927,-0.0001634622
13.99,C4,MORTGAGE,60.1,TX,1.0,10.71,36,-0.011343283,0.003872383,0.010937747,0.006184825,0.0005426857,-0.0021207645,0.0060593197,-0.0059610973
5.32,A1,MORTGAGE,12.5,AZ,0.0,6.51,36,-0.02386679,-0.005182905,0.004802977,-0.009158441,0.00027479714,0.002753302,0.004972362,-0.0036457472
22.2,E4,MORTGAGE,20.9,UT,5.0,21.08,36,0.05519507,-0.04052553,0.013197763,-0.01023005,-0.043254673,-0.020726431,-0.002398498,-0.010140184
16.55,D2,RENT,33.1,TX,1.0,20.26,60,-0.01518057,-0.008037769,-0.017260483,-0.01360162,0.0030830707,-0.004131673,-8.056595e-05,0.01386211
16.02,C5,MORTGAGE,57.0,MD,0.0,11.31,36,-0.025917334,-0.0006116805,0.003469594,0.0035605617,-0.009416565,0.008395603,0.010149295,-0.005411886
7.49,A4,MORTGAGE,44.7,NC,0.0,14.25,36,-0.0141171925,0.0030621097,0.0034232177,-0.0005338918,0.000569281,0.004149694,0.0023008208,-0.0036114163
11.99,B5,MORTGAGE,60.1,IL,0.0,18.6,60,-0.017432973,0.0061612213,0.010794789,0.0053566294,0.016130578,0.005804009,0.00017608216,0.020987095
11.14,B2,RENT,46.9,CA,1.0,15.68,36,0.002049573,0.02477741,-0.0113529535,-0.0015529384,-0.0071656834,-0.00483713,0.0043678787,-0.003104842
10.99,B4,RENT,66.8,MI,0.0,22.81,60,-0.0077070813,0.0076500867,-0.011998732,0.010017103,0.00082756946,0.0072948723,-0.0013610123,0.014969864
9.49,B2,MORTGAGE,50.1,OK,2.0,29.78,36,-0.012754132,0.014390144,0.007730498,0.0021060861,-0.012161089,-0.011535261,-0.0070683174,-0.0028964716
7.51,A4,RENT,52.4,CA,0.0,9.76,36,-0.016830038,-0.0024714868,-0.004301711,0.0020092446,-0.0039224206,0.006023611,0.006807193,-0.0022860677
16.49,D3,OWN,53.5,NC,1.0,24.23,36,0.0067473077,0.011926674,0.0035328034,0.0051970915,0.007527227,-0.005226408,-0.0064279176,-0.0035573838
6.24,A2,OWN,40.2,FL,0.0,9.18,36,-0.016896795,-0.0030929688,-0.0010137894,-0.0024568117,-0.0053824955,0.005051374,0.004379737,-0.0040823747
23.5,F1,RENT,60.8,NY,1.0,17.85,60,0.03457263,0.0009440647,-0.015089443,0.010386276,0.007626152,-0.004808132,0.005153218,0.033024523
13.67,C3,RENT,40.3,NY,0.0,19.4,36,-0.012203837,0.010892262,-0.009804398,-0.0026264463,-0.0040307892,0.00734383,-0.0025870928,-0.0034442248
9.44,B1,OWN,84.9,FL,1.0,3.54,36,-0.0351748,0.00129638,-0.0019190685,0.004632215,-0.0061570704,-0.002087835,0.006631835,-0.0032231184
14.49,C4,RENT,60.1,TX,2.0,25.59,60,-0.002768353,0.0081590265,-0.019498443,0.0034974748,0.0055608093,-0.010535997,-0.008984199,0.013323382
14.99,C4,RENT,40.4,RI,1.0,26.45,36,0.0015070265,0.003334838,-0.008155355,-0.0036920125,0.010082759,-0.0047966507,-0.00882586,-0.0019833979
12.12,B3,RENT,87.5,MA,1.0,6.95,36,0.006291092,0.020491611,-0.006839931,0.011375174,0.0025630544,-0.0052693207,0.007959946,-0.0046122796
5.32,A1,MORTGAGE,2.5,CA,1.0,23.14,36,-0.009622768,0.005864181,0.009458745,-0.014116851,-0.004851779,-0.0043190774,-0.0037316545,-0.004116059
7.99,A5,OWN,1.5,FL,1.0,10.86,36,-0.009435446,0.008882025,6.877523e-05,-0.015628874,-0.006074812,-0.0032438654,0.005455645,-0.002324892
10.49,B3,OWN,33.3,NC,0.0,28.53,36,-0.009029529,0.019673167,-0.0003602053,-0.005033565,0.0010040967,0.005074364,-0.010748962,-0.0016752748
7.89,A5,MORTGAGE,57.1,NY,0.0,17.9,36,-0.018925931,0.0008218613,0.0035271235,0.0014160785,-0.007906625,0.003275205,0.0003093063,-0.0030327388
9.17,B2,MORTGAGE,9.3,AZ,1.0,18.66,60,-0.016590238,0.01706753,0.010577265,-0.016407203,-0.0009860448,-0.0022960615,0.0007545313,0.0113233505
10.49,B3,RENT,73.9,PA,0.0,21.11,36,-0.007453249,0.015735988,-0.0039367983,0.009108723,0.0041746455,0.006579376,-0.0016281606,-0.0039373296
13.99,C3,RENT,36.4,CA,1.0,33.3,36,-0.007940662,0.014386471,-0.016267296,-0.0043266765,-0.0075793196,-0.0059054126,-0.015550234,-0.0006599508
10.99,B4,RENT,98.8,PA,0.0,15.96,36,-0.0042432607,0.011099134,-0.010129537,4.5149915e-05,0.004405852,0.009432037,0.0025186613,-0.0046465476
14.46,C4,RENT,41.0,NJ,0.0,31.33,36,-0.0058983043,0.008318579,-0.012242684,-0.0056554982,-0.0029885834,0.0058780042,-0.014628546,-0.0012951902
13.67,C3,MORTGAGE,44.1,MA,1.0,22.72,36,-0.009532098,0.012936311,0.008556395,-0.0018963281,-0.003376145,-0.0054565165,-0.005683383,-0.0045088017
12.62,C1,RENT,47.4,ID,0.0,13.91,36,-0.04372211,0.006411132,-0.007834667,0.00041880208,0.007096489,0.00638777,0.00893651,-0.0024250348
14.47,C2,RENT,36.3,CA,1.0,18.45,36,0.018099746,0.0170949,-0.017845877,-0.007010099,-0.0080839675,-0.005966729,-0.0015226812,-0.0023282284
17.97,D4,MORTGAGE,66.0,MD,0.0,27.37,60,-0.017794898,0.010096416,0.006577981,0.010259717,-0.007892314,0.009406075,-0.011019762,0.019953847
11.99,C1,RENT,56.3,NC,1.0,10.61,36,-0.01687392,0.0078687025,-0.009582316,0.005973804,0.0013582283,-0.0028484277,0.010672375,-0.0040411414
11.49,B5,MORTGAGE,96.8,MA,0.0,17.34,36,-0.013629568,0.0032498343,0.008768044,0.0073570563,-0.0067085554,0.0051342435,0.0015488974,-0.008295773
9.16,B2,RENT,27.3,CA,0.0,8.07,36,-0.020396154,0.01204634,-0.007910967,-0.0057771904,-0.00087768276,0.005469321,0.01261363,-0.0020310301
13.18,C3,MORTGAGE,33.7,NE,4.0,22.83,36,-0.009866001,0.010560135,0.011948496,-0.005994214,-0.013406262,-0.02170644,-0.0062079546,-0.0018100922
11.99,B5,OWN,63.5,NJ,0.0,14.25,36,-0.018633846,0.0019879157,-0.0018973361,0.007952168,-0.003613095,0.004902922,0.004572983,-0.003948455
16.99,D3,OWN,78.1,MI,0.0,24.67,36,-0.0019497835,0.010433772,0.005029685,0.013564687,-6.487047e-05,0.00964356,-0.0051081562,-0.007047628
12.74,C1,MORTGAGE,58.4,IL,1.0,12.26,36,-0.010798953,0.010525442,0.007231413,0.0054143425,0.017159704,-0.0030501513,0.0051968037,-0.004603124
14.46,C4,MORTGAGE,37.8,TX,0.0,22.98,36,-0.0037603725,0.00937557,0.0100939125,-0.008397128,0.0029687837,0.004453313,-0.005416098,-0.005678629
8.24,B1,MORTGAGE,65.3,LA,0.0,10.77,36,-0.0178334,0.00912985,0.0044770706,0.0056679626,-0.0073164594,0.0049890713,0.006704836,-0.004913428
13.65,C1,RENT,55.0,IN,1.0,17.19,36,0.011185758,0.019735707,-0.008984226,0.00240983,0.0035114978,-0.005664862,0.0030217206,-0.002472312
15.59,C5,MORTGAGE,97.4,PA,1.0,24.31,36,0.021529483,-0.0071498835,0.009259646,0.010143012,0.0064080604,-0.0035351263,-0.006124845,-0.008842542
13.44,C3,MORTGAGE,32.1,DE,2.0,28.12,36,-0.007323821,0.010229972,0.0075605856,-0.009660961,-0.0011743562,-0.016524773,-0.009075859,-0.0028263566
17.1,C5,MORTGAGE,76.8,MD,0.0,15.4,36,0.045771178,0.009348002,0.007373268,0.011341951,-0.0075360485,0.005328756,0.00588482,-0.009362547
13.67,C4,RENT,65.7,CA,0.0,16.58,60,-0.026792604,-0.0067843967,-0.013386896,0.01094864,-0.011060871,0.0067008473,0.010112367,0.008074284
9.93,B2,RENT,40.1,MA,0.0,15.7,36,-0.032573365,0.007556062,-0.0063783694,-0.003222732,0.00093383645,0.005089913,0.0029128422,-0.003216909
20.16,G1,RENT,95.4,FL,0.0,4.5,60,0.06812807,-0.033754386,-0.008264453,0.0057574827,-0.023789275,0.0124817,0.008021134,0.025434507
12.49,B5,MORTGAGE,91.9,PA,0.0,10.99,60,0.0030247648,0.0085561555,0.010814869,0.015785962,0.0017489668,0.005623139,0.008756335,0.030013587
13.99,C3,MORTGAGE,50.1,NJ,0.0,31.47,36,-0.013757821,0.017762521,0.009992046,0.0004543927,-0.005611319,0.006649388,-0.010457029,-0.0029856684
12.69,C2,RENT,76.5,WA,0.0,15.46,36,-0.009274261,0.0027790172,-0.006988844,0.008529092,0.015112409,0.007328286,0.0039997194,-0.0038183492
12.62,C1,MORTGAGE,70.4,SD,1.0,28.92,36,-0.041998867,0.004049389,0.01242841,0.008913222,0.0004926998,-0.0016846677,-0.009486805,-0.0064352825
13.53,B5,MORTGAGE,57.5,TN,1.0,3.05,36,0.015050054,0.019060055,0.0076559614,0.0008332279,-0.015081687,-0.002703646,0.013044683,-0.0057978528
15.8,C3,MORTGAGE,92.0,NJ,0.0,7.83,36,0.020030212,0.025689691,0.0055047832,0.008503682,-0.006270584,0.009046066,0.0125012705,-0.005814231
9.93,B2,RENT,36.5,NY,0.0,6.62,36,-0.03625808,0.008078552,-0.0038688313,-0.0031030434,-0.004853459,0.00389911,0.009584813,-0.0026856838
17.14,D4,RENT,30.9,MD,0.0,15.3,60,-0.00035164782,0.01080027,-0.019051414,-0.010837157,0.01827731,0.0064139883,0.00917745,0.019422982
9.44,B1,MORTGAGE,19.4,CA,2.0,5.94,36,-0.03151557,0.0017063201,0.008374384,-0.0076952144,-0.007817591,-0.008519456,0.006845162,-0.0046503237
12.29,C1,RENT,37.1,CA,1.0,9.04,36,-0.008490285,0.005825404,-0.008342595,-0.0030753033,-0.007238552,-0.0027967321,0.012390753,-0.0029600079
13.33,C3,RENT,57.3,CA,1.0,23.63,36,-0.010256074,0.009876888,-0.010586432,0.002840029,-0.00364202,-0.0028785449,-0.006992363,-0.0021188154
13.33,C3,RENT,51.2,OH,3.0,32.52,60,-0.01533133,0.020023264,-0.023683477,0.0009823303,0.001983875,-0.031741798,-0.02138242,0.008769331
17.27,D2,RENT,0.2,NC,1.0,18.14,36,0.0073824693,-0.017573964,-0.013083502,-0.03945643,-0.01888,-0.006089442,0.0027714234,-0.0040192804
22.4,E3,RENT,46.1,NY,0.0,24.42,36,0.0109581,0.027597241,-0.018126547,-0.006084664,0.0075083245,0.0070767496,-0.016697494,-0.006137522
12.12,B3,MORTGAGE,72.6,MN,1.0,24.03,36,0.0073785093,0.02212636,0.009267694,0.008036812,-0.0013345925,-0.0025632158,-0.00528718,-0.0041407803
11.99,C1,MORTGAGE,88.7,NY,0.0,29.68,36,-0.015731186,0.012789924,0.009747548,0.005603467,0.0007666773,0.00623965,-0.013170243,-0.0023759622
15.1,C2,MORTGAGE,36.8,HI,0.0,11.28,36,0.022350643,0.008782261,0.0055741724,-0.0063336683,-0.014342626,0.00507112,0.010735925,-0.0050363606
7.88,A5,RENT,31.7,CA,0.0,4.79,36,-0.0131916795,0.0031352537,-0.007135364,-0.007266653,-0.004202979,0.0059398008,0.008369629,-0.0031179753
10.74,B2,MORTGAGE,59.7,TX,0.0,29.26,36,-0.0093511185,0.016647333,0.006450301,0.0045098043,0.00594541,0.0048391353,-0.0075292615,-0.004424423
17.27,C5,RENT,90.4,CA,0.0,6.34,36,0.042888608,0.012150544,-0.007936497,0.01426208,-0.0068600476,0.009005936,0.016436825,-0.006519154
14.33,C1,MORTGAGE,83.0,KS,0.0,14.6,36,0.021366948,0.02312806,0.0049037705,0.011527982,0.018869817,0.00626466,0.0038712786,-0.0052994723
11.49,B5,OWN,67.1,MI,0.0,19.64,36,-0.010973175,0.005166867,-0.00032570347,0.0064826813,0.0013768267,0.005527155,-0.00049187645,-0.0047341795
5.32,A1,OWN,36.8,WA,0.0,16.52,36,-0.023326157,-0.009612435,0.00021143608,-0.0027033652,0.0060966294,0.00486298,0.00028580526,-0.003033424
10.0,B2,OWN,74.8,MO,0.0,11.84,36,-0.018690724,0.0042504924,0.0013096414,0.0059425,-0.0032594046,0.0067135533,0.0046506813,-0.004867176
19.99,D4,RENT,53.3,CA,2.0,21.49,36,-0.0036235047,-0.001402958,-0.014132848,0.0041331877,-0.01749757,-0.018700032,-0.0020149152,-0.00455686
12.69,C2,RENT,86.1,OH,0.0,29.06,36,-0.00695972,0.008980336,-0.010307489,0.008749593,-0.0018838167,0.009142618,-0.007539008,-0.00415019
5.32,A1,MORTGAGE,3.5,MO,1.0,14.54,36,-0.02189494,-0.0058123483,0.006428505,-0.010967061,0.00017995774,-0.0026595574,0.00373016,-0.00457341
14.99,C4,MORTGAGE,58.4,NC,0.0,9.78,36,0.0018485474,0.0041520684,0.0054266537,0.0059925187,0.0018725386,0.004675175,0.007037951,-0.0038993878
14.65,C5,RENT,98.0,CT,2.0,7.68,36,0.0032250783,-0.0013446956,-0.0055934684,-0.0065210843,0.025308356,-0.020307317,0.012695604,-0.003178095
6.03,A1,MORTGAGE,61.1,FL,0.0,15.98,36,-0.015359782,-0.006087191,0.0046476885,0.0048306333,-0.0074655116,0.004706013,0.0020283272,-0.0053477646
8.39,B1,OWN,60.1,CT,0.0,15.19,36,-0.019068213,0.004539837,-0.0006251915,0.0035925647,0.009221303,0.004970371,0.0034077861,-0.0038425757
17.09,D1,MORTGAGE,54.9,NV,1.0,7.23,36,-0.03784713,-0.005988389,0.011168364,0.006523678,-0.0114411125,-0.0040560784,0.0016684303,-0.0067512523
7.62,A3,RENT,14.3,GA,3.0,11.05,36,-0.015797276,0.00015754564,-0.008475095,-0.012291799,0.012306143,-0.023549078,0.0047819326,-0.00069949654
16.29,D2,MORTGAGE,67.0,IL,1.0,19.17,60,0.004705883,0.015428551,0.0156284,0.011601837,0.026860898,-0.004727892,0.0012655547,0.030414956
18.25,D3,RENT,35.7,CA,1.0,30.38,36,0.012144028,0.010753679,-0.016685346,-0.008679383,-0.009113037,-0.0058323294,-0.01915288,-0.0014229572
24.5,F3,RENT,39.9,MI,0.0,7.1,60,0.019673545,-0.022152811,-0.005256881,-0.012808893,-0.0075422106,0.010888505,0.026347024,0.006451497
11.53,B5,RENT,65.8,UT,0.0,17.91,36,-0.0060843118,0.009796666,-0.0066369358,0.0077855457,0.0013704742,0.0074031986,0.00084717915,-0.003151977
6.92,A4,MORTGAGE,20.6,MI,0.0,9.92,36,-0.015958026,0.003496551,0.005728936,-0.008907845,0.0013488395,0.003804726,0.0051680068,-0.0050431504
7.97,A5,MORTGAGE,80.9,PA,0.0,11.1,36,-0.036097962,-0.0025732196,0.003415017,0.004985361,-0.0031727727,0.0022258908,0.004950351,-0.0052025802
25.83,G2,RENT,22.3,CT,4.0,5.91,60,0.024760745,0.008514221,-0.019136742,-0.020538883,0.012468389,-0.046223883,0.016656337,0.013375923
7.9,A4,MORTGAGE,86.4,NH,1.0,18.77,36,-0.016459323,0.0023445399,0.0054021594,0.009101865,0.02343376,-0.0016157225,-0.000119809534,-0.0050296546
5.32,A1,MORTGAGE,82.0,GA,0.0,28.59,36,-0.027765686,-0.011659528,0.005139898,0.008678636,0.008794862,0.0031380334,-0.005407064,-0.009020724
10.49,B2,RENT,56.8,NJ,0.0,13.95,36,-0.010584006,0.00956992,-0.0066078543,0.0012642338,0.0024011927,0.005696308,0.006039365,-0.003271884
10.99,B4,MORTGAGE,55.3,IN,0.0,20.69,36,-0.0062380997,0.011564024,0.0072487523,0.0021398305,0.0048117423,0.0056743105,-0.001953998,-0.0034133892
16.2,C4,RENT,75.4,OR,0.0,16.62,36,0.013585007,0.02239605,-0.009563753,0.009414252,0.013794279,0.010766839,-0.0011531645,-0.004227846
11.49,B5,RENT,13.1,IL,0.0,5.62,36,-0.006939312,0.0043849987,-0.008798351,-0.01354393,0.013065531,0.008139194,0.0063047204,-0.002680307
13.35,C2,MORTGAGE,72.5,FL,3.0,11.79,36,-0.0040077413,0.005093769,0.012904105,0.0036419418,-0.0011645206,-0.017218653,0.008518887,-0.005668576
6.49,A2,RENT,23.2,OH,0.0,24.63,36,-0.008989693,0.0022582803,-0.007933799,-0.008893905,-0.00023003873,0.0059820227,-0.0064501455,-0.0024407574
8.19,A5,RENT,36.9,NV,1.0,11.98,36,-0.0126936175,0.004666025,-0.006276293,-0.0044070715,-0.01366412,-0.0024779798,0.0072539235,-0.0022168623
11.49,B5,MORTGAGE,37.9,CA,1.0,6.12,36,-0.011086938,0.007158715,0.0076392717,-0.0041970825,-0.0051652435,-0.002160813,0.009555911,-0.003476276
8.24,B1,RENT,47.1,NY,0.0,18.44,36,-0.016719237,0.00929826,-0.0051160892,-0.0014212813,-0.008783121,0.004696779,-0.0011752748,-0.0016877512
11.47,B5,OWN,78.4,TX,0.0,16.34,36,-0.0144861825,0.0036453567,-0.00049260166,0.006771996,0.0022194658,0.006394184,0.0017831014,-0.004638954
12.62,C1,RENT,65.2,FL,0.0,1.77,36,-0.04865339,0.0071491157,-0.0064204405,0.008299725,-0.010462408,0.0097079,0.0127268,-0.004198453
15.31,C4,MORTGAGE,54.1,TX,0.0,24.8,60,0.008535546,0.01924208,0.015964353,-0.00026630008,0.0065657943,0.0045834794,-0.0076084533,0.024861172
